Wavelength,Intensity
464.825000,5200
464.678000,5357
464.532000,5405
464.386000,5268
464.239000,5117
464.093000,5206
463.946000,5149
463.800000,5212
463.654000,5342
463.507000,5181
463.361000,5154
463.215000,5303
463.068000,5240
462.922000,5309
462.775000,5335
462.629000,5216
462.483000,5120
462.336000,5098
462.190000,5189
462.043000,5360
461.897000,5200
461.751000,5431
461.604000,5327
461.458000,5340
461.311000,5295
461.165000,5333
461.019000,5500
460.872000,5340
460.726000,5199
460.580000,5298
460.433000,5421
460.287000,5181
460.140000,5300
459.994000,5266
459.848000,5165
459.701000,5127
459.555000,5116
459.408000,5070
459.262000,5310
459.116000,5500
458.969000,5436
458.823000,5367
458.676000,5314
458.530000,5182
458.384000,5212
458.237000,5276
458.091000,5279
457.945000,5085
457.798000,5222
457.652000,5360
457.505000,5440
457.359000,5160
457.213000,5204
457.066000,5416
456.920000,5564
456.773000,5561
456.627000,5432
456.481000,5536
456.334000,5460
456.188000,5253
456.042000,5106
455.895000,5100
455.749000,5287
455.602000,5358
455.456000,5149
455.310000,5192
455.163000,5188
455.017000,5243
454.870000,5284
454.724000,5408
454.578000,5482
454.431000,5250
454.285000,5445
454.138000,5267
453.992000,5225
453.846000,5307
453.699000,5136
453.553000,5212
453.407000,5262
453.260000,5317
453.114000,5310
452.967000,5340
452.821000,5313
452.675000,5250
452.528000,5339
452.382000,5552
452.235000,5483
452.089000,5301
451.943000,5390
451.796000,5606
451.650000,5404
451.503000,5252
451.357000,5238
451.211000,5206
451.064000,5253
450.918000,5347
450.772000,5340
450.625000,5296
450.479000,5476
450.332000,5291
450.186000,5153
450.040000,5209
449.893000,5273
449.747000,5252
449.600000,5316
449.454000,5263
449.308000,5176
449.161000,5267
449.015000,5185
448.869000,5197
448.722000,5280
448.576000,5262
448.429000,5257
448.283000,5315
448.137000,5483
447.990000,5311
447.844000,5377
447.697000,5382
447.551000,5152
447.405000,5474
447.258000,5516
447.112000,5329
446.965000,5262
446.819000,5290
446.673000,5331
446.526000,5344
446.380000,5201
446.234000,5286
446.087000,5256
445.941000,5332
445.794000,5351
445.648000,5182
445.502000,5263
445.355000,5254
445.209000,5175
445.062000,5273
444.916000,5177
444.770000,5235
444.623000,5307
444.477000,5243
444.330000,5282
444.184000,5509
444.038000,5432
443.891000,5411
443.745000,5254
443.599000,5164
443.452000,5178
443.306000,5529
443.159000,5607
443.013000,5499
442.867000,5384
442.720000,5234
442.574000,5369
442.427000,5362
442.281000,5469
442.135000,5297
441.988000,5203
441.842000,5224
441.696000,5172
441.549000,5224
441.403000,5323
441.256000,5408
441.110000,5460
440.964000,5363
440.817000,5220
440.671000,5362
440.524000,5543
440.378000,5273
440.232000,5163
440.085000,5300
439.939000,5329
439.792000,5184
439.646000,5222
439.500000,5326
439.353000,5386
439.207000,5238
439.061000,5093
438.914000,5319
438.768000,5363
438.621000,5310
438.475000,5356
438.329000,5281
438.182000,5251
438.036000,5550
437.889000,5567
437.743000,5435
437.597000,5355
437.450000,5146
437.304000,5118
437.157000,5144
437.011000,5261
436.865000,5401
436.718000,5389
436.572000,5237
436.426000,5275
436.279000,5201
436.133000,5252
435.986000,5209
435.840000,5170
435.697000,5236
435.554000,5231
435.411000,5256
435.268000,5444
435.125000,5322
434.982000,5143
434.839000,5159
434.696000,5246
434.553000,5316
434.410000,5156
434.267000,5117
434.124000,5225
433.981000,5481
433.838000,5416
433.695000,5087
433.552000,5245
433.409000,5551
433.265000,5465
433.122000,5460
432.979000,5311
432.836000,5324
432.693000,5305
432.550000,5241
432.407000,5593
432.264000,5551
432.121000,5472
431.978000,5325
431.835000,5317
431.692000,5183
431.549000,5166
431.406000,5144
431.263000,5197
431.120000,5228
430.977000,5512
430.834000,5465
430.691000,5311
430.548000,5260
430.405000,5193
430.262000,5063
430.119000,5184
429.976000,5192
429.833000,5241
429.690000,5435
429.547000,5203
429.404000,5268
429.261000,5379
429.118000,5327
428.975000,5380
428.832000,5657
428.689000,5594
428.546000,5315
428.403000,5357
428.260000,5349
428.117000,5243
427.973000,5277
427.830000,5312
427.687000,5207
427.544000,5115
427.401000,5114
427.258000,5197
427.115000,5382
426.972000,5284
426.829000,5336
426.686000,5253
426.543000,5236
426.400000,5513
426.257000,5528
426.114000,5397
425.971000,5196
425.828000,5003
425.685000,5160
425.542000,5351
425.399000,5493
425.256000,5321
425.113000,5234
424.970000,5231
424.827000,5531
424.684000,5456
424.541000,5488
424.398000,5394
424.255000,5340
424.112000,5236
423.969000,5211
423.826000,5502
423.683000,5291
423.540000,5205
423.397000,5235
423.254000,5333
423.111000,5222
422.968000,5190
422.825000,5393
422.681000,5384
422.538000,5497
422.395000,5597
422.252000,5370
422.109000,5225
421.966000,5152
421.823000,5113
421.680000,5189
421.537000,5377
421.394000,5353
421.251000,5186
421.108000,5297
420.965000,5251
420.822000,5168
420.679000,5083
420.536000,5180
420.393000,5199
420.250000,5166
420.107000,5152
419.964000,5188
419.821000,5156
419.678000,5202
419.535000,5079
419.392000,5101
419.249000,5329
419.106000,5380
418.963000,5251
418.820000,5464
418.677000,5478
418.534000,5348
418.391000,5439
418.248000,5594
418.105000,5348
417.962000,5240
417.819000,5364
417.676000,5308
417.532000,5303
417.389000,5375
417.246000,5161
417.103000,5302
416.960000,5458
416.817000,5363
416.674000,5298
416.531000,5481
416.388000,5536
416.245000,5343
416.102000,5474
415.959000,5327
415.816000,5245
415.673000,5392
415.530000,5330
415.387000,5304
415.244000,5171
415.101000,5071
414.958000,5222
414.815000,5371
414.672000,5426
414.529000,5223
414.386000,5048
414.243000,5313
414.100000,5202
413.957000,5300
413.814000,5292
413.671000,5283
413.528000,5239
413.385000,5228
413.242000,5259
413.099000,5163
412.956000,5189
412.813000,5073
412.670000,5059
412.527000,5239
412.383000,5297
412.240000,5240
412.097000,5286
411.954000,5256
411.811000,5180
411.668000,5213
411.525000,5201
411.382000,5190
411.239000,5198
411.096000,5157
410.953000,5254
410.810000,5049
410.667000,5082
410.524000,5327
410.381000,5217
410.238000,5075
410.095000,5212
409.952000,5363
409.809000,5328
409.666000,5234
409.523000,5089
409.380000,5045
409.237000,5367
409.094000,5489
408.951000,5265
408.808000,5372
408.665000,5266
408.522000,5172
408.379000,5193
408.236000,5311
408.093000,5414
407.950000,5339
407.807000,5353
407.664000,5504
407.521000,5328
407.378000,5287
407.235000,5274
407.091000,5274
406.948000,5283
406.805000,5336
406.662000,5337
406.519000,5446
406.376000,5415
406.233000,5320
406.090000,5360
405.947000,5312
405.804000,5144
405.661000,5163
405.518000,5194
405.375000,5307
405.232000,5585
405.089000,5573
404.946000,5361
404.803000,5528
404.660000,5471
404.521000,5427
404.382000,5188
404.243000,5115
404.104000,5182
403.965000,5128
403.826000,5266
403.687000,5163
403.549000,5168
403.410000,5350
403.271000,5392
403.132000,5469
402.993000,5359
402.854000,5340
402.715000,5205
402.576000,5131
402.437000,5073
402.298000,5155
402.159000,5252
402.020000,5314
401.881000,5276
401.742000,5397
401.603000,5334
401.464000,5318
401.326000,5349
401.187000,5281
401.048000,5279
400.909000,5536
400.770000,5380
400.631000,5368
400.492000,5343
400.353000,5163
400.214000,5177
400.075000,5306
399.936000,5252
399.797000,5372
399.658000,5235
399.519000,5066
399.380000,5147
399.241000,5304
399.103000,5429
398.964000,5240
398.825000,5231
398.686000,5247
398.547000,5401
398.408000,5393
398.269000,5294
398.130000,5252
397.991000,5236
397.852000,5315
397.713000,5279
397.574000,5179
397.435000,5341
397.296000,5272
397.157000,5159
397.019000,5141
396.880000,5306
396.741000,5367
396.602000,5493
396.463000,5506
396.324000,5359
396.185000,5284
396.046000,5305
395.907000,5308
395.768000,5264
395.629000,5273
395.490000,5320
395.351000,5407
395.212000,5604
395.073000,5421
394.934000,5308
394.796000,5264
394.657000,5177
394.518000,5267
394.379000,5409
394.240000,5372
394.101000,5155
393.962000,5158
393.823000,5283
393.684000,5173
393.545000,5237
393.406000,5650
393.267000,5446
393.128000,5202
392.989000,5241
392.850000,5298
392.711000,5220
392.573000,5306
392.434000,5599
392.295000,5292
392.156000,5215
392.017000,5384
391.878000,5431
391.739000,5404
391.600000,5448
391.461000,5344
391.322000,5582
391.183000,5600
391.044000,5403
390.905000,5177
390.766000,5128
390.627000,5152
390.489000,5373
390.350000,5284
390.211000,5251
390.072000,5347
389.933000,5326
389.794000,5102
389.655000,4988
389.516000,5052
389.377000,5170
389.238000,5373
389.099000,5412
388.960000,5499
388.821000,5449
388.682000,5146
388.543000,5267
388.404000,5463
388.266000,5360
388.127000,5265
387.988000,5333
387.849000,5307
387.710000,5244
387.571000,5139
387.432000,5337
387.293000,5295
387.154000,5117
387.015000,5335
386.876000,5321
386.737000,5435
386.598000,5403
386.459000,5311
386.320000,5372
386.181000,5305
386.043000,5296
385.904000,5409
385.765000,5303
385.626000,5209
385.487000,5123
385.348000,5253
385.209000,5269
385.070000,5285
384.931000,5010
384.792000,4967
384.653000,5224
384.514000,5227
384.375000,5326
384.236000,5359
384.097000,5345
383.959000,5344
383.820000,5302
383.681000,5128
383.542000,5063
383.403000,5136
383.264000,5242
383.125000,5215
382.986000,5188
382.847000,5215
382.708000,5276
382.569000,5326
382.430000,5342
382.291000,5283
382.152000,5329
382.013000,5320
381.874000,5118
381.736000,5279
381.597000,5334
381.458000,5324
381.319000,5310
381.180000,5453
381.041000,5292
380.902000,5132
380.763000,5277
380.624000,5368
380.485000,5133
380.346000,5173
380.207000,5342
380.068000,5457
379.929000,5410
379.790000,5356
379.651000,5554
379.513000,5602
379.374000,5490
379.235000,5210
379.096000,5292
378.957000,5480
378.818000,5300
378.679000,5190
378.540000,5286
378.401000,5331
378.262000,5151
378.123000,5132
377.984000,5123
377.845000,5110
377.706000,5247
377.567000,5391
377.429000,5180
377.290000,5352
377.151000,5576
377.012000,5336
376.873000,5203
376.734000,5408
376.595000,5523
376.456000,5422
376.317000,5429
376.178000,5143
376.039000,5141
375.900000,5392
375.761000,5230
375.622000,5288
375.483000,5202
375.344000,5100
375.206000,5399
375.067000,5525
374.928000,5321
374.789000,5214
374.650000,5373
374.511000,5293
374.372000,5152
374.233000,5231
374.094000,5238
373.955000,5173
373.816000,5215
373.677000,5159
373.538000,5354
373.399000,5477
373.260000,5445
373.121000,5232
372.983000,5136
372.844000,5204
372.705000,5341
372.566000,5296
372.427000,5254
372.288000,5321
372.149000,5236
372.010000,5359
371.871000,5313
371.732000,5222
371.593000,5281
371.454000,5156
371.315000,5219
371.176000,5110
371.037000,5087
370.899000,5195
370.760000,5068
370.621000,5328
370.482000,5400
370.343000,5299
370.204000,5263
370.065000,5302
369.926000,5285
369.787000,5054
369.648000,5013
369.509000,5080
369.370000,5140
369.231000,5375
369.092000,5340
368.953000,5236
368.814000,5310
368.676000,5321
368.537000,5451
368.398000,5428
368.259000,5412
368.120000,5609
367.981000,5495
367.842000,5222
367.703000,5416
367.564000,5389
367.425000,5400
367.286000,5470
367.147000,5408
367.008000,5163
366.869000,5182
366.730000,5268
366.591000,5180
366.453000,5304
366.314000,5221
366.175000,5211
366.036000,5146
365.897000,5182
365.758000,5220
365.619000,5153
365.480000,5232
365.342000,5207
365.203000,5128
365.065000,5139
364.926000,5153
364.788000,5139
364.650000,5129
364.511000,5049
364.373000,5214
364.235000,5224
364.096000,5583
363.958000,5441
363.819000,5609
363.681000,5621
363.543000,5458
363.404000,5356
363.266000,5224
363.127000,5461
362.989000,5447
362.851000,5266
362.712000,5080
362.574000,5219
362.435000,5237
362.297000,5112
362.159000,5084
362.020000,5086
361.882000,5151
361.744000,5389
361.605000,5287
361.467000,5301
361.328000,5159
361.190000,5232
361.052000,5105
360.913000,5291
360.775000,5325
360.636000,5266
360.498000,5273
360.360000,5184
360.221000,5277
360.083000,5368
359.945000,5475
359.806000,5522
359.668000,5197
359.529000,5056
359.391000,5138
359.253000,5158
359.114000,5323
358.976000,5452
358.837000,5540
358.699000,5558
358.561000,5221
358.422000,5103
358.284000,5316
358.146000,5317
358.007000,5482
357.869000,5426
357.730000,5153
357.592000,5090
357.454000,5226
357.315000,5326
357.177000,5609
357.038000,5434
356.900000,5292
356.762000,5338
356.623000,5215
356.485000,5180
356.347000,5287
356.208000,5462
356.070000,5383
355.931000,5072
355.793000,5131
355.655000,5401
355.516000,5351
355.378000,5215
355.239000,5305
355.101000,5214
354.963000,5202
354.824000,5237
354.686000,5201
354.547000,5328
354.409000,5166
354.271000,5113
354.132000,5362
353.994000,5294
353.856000,5252
353.717000,5204
353.579000,5123
353.440000,5319
353.302000,5449
353.164000,5170
353.025000,5071
352.887000,5136
352.748000,5311
352.610000,5379
352.472000,5166
352.333000,5228
352.195000,5141
352.057000,5220
351.918000,5216
351.780000,5288
351.641000,5312
351.503000,5233
351.365000,5126
351.226000,5190
351.088000,5195
350.949000,5117
350.811000,5167
350.673000,5203
350.534000,5260
350.396000,5291
350.258000,5203
350.119000,5182
349.981000,5303
349.842000,5345
349.704000,5367
349.566000,5356
349.427000,5543
349.289000,5506
349.150000,5274
349.012000,5261
348.874000,5208
348.735000,5210
348.597000,5303
348.458000,5136
348.320000,5248
348.182000,5294
348.043000,5248
347.905000,5208
347.767000,5303
347.628000,5202
347.490000,5137
347.351000,5157
347.213000,5381
347.075000,5383
346.936000,5199
346.798000,5167
346.659000,5267
346.521000,5352
346.383000,5431
346.244000,5384
346.106000,5311
345.968000,5349
345.829000,5590
345.691000,5534
345.552000,5312
345.414000,5269
345.276000,5140
345.137000,5098
344.999000,5207
344.860000,5341
344.722000,5395
344.584000,5426
344.445000,5341
344.307000,5540
344.169000,5569
344.030000,5414
343.892000,5213
343.753000,5347
343.615000,5248
343.477000,5224
343.338000,5231
343.200000,5111
343.061000,5082
342.923000,5166
342.785000,5261
342.646000,5372
342.508000,5179
342.370000,5415
342.231000,5356
342.093000,5149
341.954000,5333
341.816000,5320
341.678000,5248
341.539000,5203
341.401000,5185
341.262000,5086
341.124000,5524
340.986000,5449
340.847000,5303
340.709000,5436
340.570000,5216
340.432000,5194
340.294000,5243
340.155000,5050
340.017000,5097
339.879000,5345
339.740000,5245
339.602000,5273
339.463000,5319
339.325000,5372
339.187000,5382
339.048000,5290
338.910000,5222
338.771000,5318
338.633000,5310
338.495000,5164
338.356000,5137
338.218000,5281
338.080000,5471
337.941000,5334
337.803000,5302
337.664000,5184
337.526000,5298
337.388000,5444
337.249000,5436
337.111000,5309
336.972000,5221
336.834000,5168
336.696000,5168
336.557000,5403
336.419000,5499
336.281000,5344
336.142000,5231
336.004000,5234
335.865000,5271
335.727000,5376
335.589000,5502
335.450000,5311
335.312000,5261
335.173000,5144
335.035000,5235
334.897000,5179
334.758000,5303
334.620000,5263
334.481000,5112
334.343000,5169
334.205000,5128
334.066000,5019
333.928000,5367
333.790000,5305
333.651000,5344
333.513000,5353
333.374000,5374
333.236000,5453
333.098000,5320
332.959000,5274
332.821000,5233
332.682000,5254
332.544000,5420
332.406000,5667
332.267000,5467
332.129000,5322
331.991000,5416
331.852000,5336
331.714000,5292
331.575000,5278
331.437000,5157
331.299000,5142
331.160000,5181
331.022000,5191
330.883000,5186
330.745000,5546
330.607000,5358
330.468000,5250
330.330000,5285
330.192000,5311
330.053000,5412
329.915000,5301
329.776000,5310
329.638000,5399
329.500000,5329
329.361000,5268
329.223000,5457
329.084000,5357
328.946000,5328
328.808000,5177
328.669000,5458
328.531000,5413
328.392000,5327
328.254000,5396
328.116000,5337
327.977000,5356
327.839000,5211
327.701000,4972
327.562000,4946
327.424000,5176
327.285000,5164
327.147000,5155
327.009000,5449
326.870000,5367
326.732000,5361
326.593000,5155
326.455000,5008
326.317000,5263
326.178000,5374
326.040000,5174
325.902000,5209
325.763000,5333
325.625000,5178
325.486000,5208
325.348000,5297
325.210000,5348
325.071000,5312
324.933000,5069
324.794000,5328
324.656000,5332
324.518000,5220
324.379000,5418
324.241000,5323
324.103000,5353
323.964000,5229
323.826000,5216
323.687000,5315
323.549000,5291
323.411000,5415
323.272000,5196
323.134000,5111
322.995000,5414
322.857000,5293
322.719000,5256
322.580000,5358
322.442000,5295
322.303000,5395
322.165000,5498
322.027000,5478
321.888000,5422
321.750000,5416
321.612000,5188
321.473000,5071
321.335000,5414
321.196000,5234
321.058000,5155
320.920000,5180
320.781000,5155
320.643000,5286
320.504000,5141
320.366000,5104
320.228000,5202
320.089000,5269
319.951000,5345
319.813000,5229
319.674000,5279
319.536000,5333
319.397000,5172
319.259000,5146
319.121000,5380
318.982000,5440
318.844000,5300
318.705000,5337
318.567000,5427
318.429000,5415
318.290000,5386
318.152000,5254
318.014000,5363
317.875000,5274
317.737000,5009
317.598000,5127
317.460000,5152
317.322000,5235
317.183000,5248
317.045000,5179
316.906000,5146
316.768000,5139
316.630000,5191
316.491000,5300
316.353000,5280
316.214000,5255
316.076000,5294
315.938000,5344
315.799000,5359
315.661000,5294
315.523000,5140
315.384000,5226
315.246000,5346
315.107000,5260
314.969000,5131
314.831000,5301
314.692000,5332
314.554000,5300
314.415000,5496
314.277000,5261
314.139000,5285
314.000000,5338
313.862000,5352
313.724000,5306
313.585000,5370
313.447000,5250
313.308000,5382
313.170000,5267
313.036000,5222
312.902000,5207
312.769000,5485
312.635000,5454
312.501000,5256
312.367000,5231
312.234000,5356
312.100000,5238
311.966000,5132
311.832000,5180
311.699000,5203
311.565000,5271
311.431000,5277
311.297000,5171
311.164000,5288
311.030000,5312
310.896000,5237
310.762000,5225
310.629000,5189
310.495000,5107
310.361000,5016
310.227000,5124
310.094000,5393
309.960000,5387
309.826000,5504
309.692000,5537
309.559000,5534
309.425000,5230
309.291000,5136
309.157000,5403
309.024000,5310
308.890000,5013
308.756000,5146
308.622000,5177
308.489000,5118
308.355000,5284
308.221000,5343
308.087000,5251
307.954000,5389
307.820000,5295
307.686000,5319
307.552000,5296
307.419000,5310
307.285000,5110
307.151000,5105
307.017000,5295
306.884000,5269
306.750000,5286
306.616000,5134
306.482000,5149
306.349000,5260
306.215000,5487
306.081000,5339
305.947000,5351
305.814000,5301
305.680000,5020
305.546000,5227
305.412000,5298
305.279000,5218
305.145000,5046
305.011000,5052
304.877000,5107
304.744000,5033
304.610000,5196
304.476000,5170
304.342000,5060
304.209000,5127
304.075000,5233
303.941000,5284
303.807000,5162
303.674000,5224
303.540000,5314
303.406000,5345
303.272000,5167
303.139000,5115
303.005000,5188
302.871000,5130
302.737000,5170
302.604000,5446
302.470000,5730
302.336000,5529
302.202000,5248
302.069000,5132
301.935000,5246
301.801000,5385
301.667000,5337
301.534000,5261
301.400000,5195
301.266000,5240
301.132000,5329
300.998000,5273
300.865000,5063
300.731000,5234
300.597000,5451
300.463000,5386
300.330000,5210
300.196000,5349
300.062000,5359
299.928000,5358
299.795000,5461
299.661000,5450
299.527000,5190
299.393000,5285
299.260000,5241
299.126000,5199
298.992000,5412
298.858000,5442
298.725000,5361
298.591000,5302
298.457000,5422
298.323000,5222
298.190000,5164
298.056000,5260
297.922000,5194
297.788000,5361
297.655000,5239
297.521000,5343
297.387000,5231
297.253000,5116
297.120000,5167
296.986000,5168
296.852000,5081
296.718000,5256
296.585000,5156
296.451000,5542
296.317000,5470
296.183000,5214
296.050000,5178
295.916000,5164
295.782000,5162
295.648000,5216
295.515000,5333
295.381000,5378
295.247000,5366
295.113000,5349
294.980000,5205
294.846000,5202
294.712000,5229
294.578000,5300
294.445000,5155
294.311000,5074
294.177000,5169
294.043000,5450
293.910000,5392
293.776000,5274
293.642000,5277
293.508000,5294
293.375000,5284
293.241000,5172
293.107000,5081
292.973000,5138
292.840000,5198
292.706000,5134
292.572000,5177
292.438000,5230
292.305000,5169
292.171000,5286
292.037000,5259
291.903000,5333
291.770000,5340
291.636000,5226
291.502000,5417
291.368000,5336
291.235000,5152
291.101000,5113
290.967000,5091
290.833000,5316
290.700000,5255
290.566000,5180
290.432000,5236
290.298000,5274
290.165000,5310
290.031000,5300
289.897000,5171
289.763000,5346
289.630000,5264
289.496000,5438
289.362000,5462
289.228000,5217
289.094000,5301
288.961000,5234
288.827000,5249
288.693000,5249
288.559000,5199
288.426000,5297
288.292000,5200
288.158000,5174
288.024000,5258
287.891000,5229
287.757000,5194
287.623000,5242
287.489000,5315
287.356000,5390
287.222000,5190
287.088000,5110
286.954000,5139
286.821000,5300
286.687000,5316
286.553000,5651
286.419000,5496
286.286000,5288
286.152000,5411
286.018000,5281
285.884000,5291
285.751000,5568
285.617000,5320
285.483000,5161
285.349000,5323
285.216000,5276
285.082000,5216
284.948000,5280
284.814000,5406
284.681000,5352
284.547000,5145
284.413000,5144
284.279000,5083
284.146000,5246
284.012000,5419
283.878000,5282
283.744000,5271
283.611000,5188
283.477000,5324
283.343000,5316
283.209000,5347
283.076000,5373
282.942000,5329
282.808000,5300
282.674000,5188
282.541000,5273
282.407000,5341
282.273000,5390
282.139000,5315
282.006000,5334
281.872000,5428
281.738000,5283
281.604000,5272
281.471000,5193
281.337000,5272
281.203000,5323
281.069000,5313
280.936000,5363
280.802000,5383
280.668000,5360
280.534000,5291
280.401000,5305
280.267000,5486
280.133000,5462
279.999000,5283
279.866000,5329
279.732000,5191
279.598000,5205
279.464000,5303
279.331000,5209
279.197000,5179
279.063000,5233
278.929000,5086
278.796000,5173
278.662000,5355
278.528000,5264
278.394000,5244
278.261000,5148
278.127000,5273
277.993000,5311
277.859000,5271
277.726000,5240
277.592000,5053
277.458000,5123
277.324000,5200
277.190000,5409
277.057000,5363
276.923000,5012
276.789000,5114
276.655000,5338
276.522000,5191
276.388000,5226
276.254000,5120
276.120000,5262
275.987000,5400
275.853000,5418
275.719000,5494
275.585000,5448
275.452000,5488
275.318000,5285
275.184000,5325
275.050000,5357
274.917000,5348
274.783000,5215
274.649000,5193
274.515000,5238
274.382000,5316
274.248000,5269
274.114000,5214
273.980000,5236
273.847000,5417
273.713000,5352
273.579000,5289
273.445000,5312
273.312000,5169
273.178000,5158
273.044000,5274
272.910000,5472
272.777000,5360
272.643000,5213
272.509000,5070
272.375000,5195
272.242000,5282
272.108000,5324
271.974000,5424
271.840000,5391
271.707000,5383
271.573000,5230
271.439000,5198
271.305000,5119
271.172000,5101
271.038000,5178
270.904000,5138
270.770000,5381
270.637000,5372
270.503000,5300
270.369000,5229
270.235000,5122
270.102000,5115
269.968000,5341
269.834000,5513
269.700000,5348
269.567000,5398
269.433000,5283
269.299000,5187
269.165000,5141
269.032000,5286
268.898000,5223
268.764000,5061
268.630000,5300
268.497000,5330
268.363000,5328
268.229000,5213
268.095000,5198
267.962000,5390
267.828000,5347
267.694000,5329
267.560000,5369
267.427000,5181
267.293000,5211
267.159000,5265
267.025000,5234
266.892000,5208
266.758000,5247
266.624000,5407
266.490000,5258
266.357000,5297
266.223000,5281
266.089000,5135
265.955000,5093
265.822000,5274
265.688000,5384
265.554000,5228
265.420000,5216
265.286000,5284
265.153000,5260
265.019000,5313
264.885000,5156
264.751000,5166
264.618000,5142
264.484000,5229
264.350000,5194
264.216000,5253
264.083000,5268
263.949000,5309
263.815000,5417
263.681000,5392
263.548000,5181
263.414000,5176
263.280000,5150
263.146000,5138
263.013000,5273
262.879000,5267
262.745000,5267
262.611000,5241
262.478000,5144
262.344000,5142
262.210000,5164
262.076000,5169
261.943000,5097
261.809000,4904
261.675000,5162
261.541000,5433
261.408000,5242
261.274000,5036
261.140000,5107
261.006000,5092
260.873000,5056
260.739000,5205
260.605000,5268
260.471000,5247
260.338000,5250
260.204000,5406
260.070000,5205
259.936000,5236
259.803000,5228
259.669000,5209
259.535000,5213
259.401000,5258
259.268000,5375
259.134000,5203
259.000000,5356
258.866000,5433
258.733000,5356
258.599000,5256
258.465000,5336
258.331000,5213
258.198000,5222
258.064000,5151
257.930000,5219
257.796000,5366
257.663000,5397
257.529000,5261
257.395000,5161
257.261000,5171
257.128000,5327
256.994000,5310
256.860000,5277
256.726000,5149
256.593000,5201
256.459000,5455
256.325000,5311
256.191000,5177
256.058000,5314
255.924000,5317
255.790000,5127
255.656000,5141
255.523000,5590
255.389000,5500
255.255000,5239
255.121000,5273
254.988000,5237
254.854000,5321
254.720000,5310
254.586000,5158
254.453000,5236
254.319000,5139
254.185000,5089
254.051000,5070
253.918000,5229
253.784000,5385
253.650000,5337
253.517000,5401
253.384000,5374
253.251000,5432
253.119000,5320
252.986000,5165
252.853000,5364
252.720000,5407
252.587000,5197
252.454000,5170
252.321000,5114
252.189000,5204
252.056000,5281
251.923000,5234
251.790000,5110
251.657000,4967
251.524000,5083
251.391000,5325
251.259000,5271
251.126000,5238
250.993000,5213
250.860000,5246
250.727000,5348
250.594000,5271
250.461000,5188
250.329000,5273
250.196000,5196
250.063000,5216
249.930000,5388
249.797000,5150
249.664000,5086
249.531000,5362
249.398000,5360
249.266000,5309
249.133000,5398
249.000000,5224
248.867000,5213
248.734000,5244
248.601000,5344
248.468000,5236
248.336000,5232
248.203000,5351
248.070000,5488
247.937000,5321
247.804000,5175
247.671000,5276
247.538000,5257
247.406000,5203
247.273000,5231
247.140000,5342
247.007000,5249
246.874000,5263
246.741000,5184
246.608000,5042
246.476000,5130
246.343000,5193
246.210000,5110
246.077000,5271
245.944000,5202
245.811000,5286
245.678000,5340
245.546000,5158
245.413000,5146
245.280000,5211
245.147000,5336
245.014000,5300
244.881000,5073
244.748000,5286
244.616000,5429
244.483000,5331
244.350000,5242
244.217000,5200
244.084000,5287
243.951000,5250
243.818000,5182
243.686000,5153
243.553000,5092
243.420000,5352
243.287000,5288
243.154000,5043
243.021000,5016
242.888000,5077
242.756000,5287
242.623000,5370
242.490000,5272
242.357000,5245
242.224000,5323
242.091000,5413
241.958000,5327
241.826000,5253
241.693000,5191
241.560000,5120
241.427000,5291
241.294000,5408
241.161000,5285
241.028000,5171
240.895000,5232
240.763000,5238
240.630000,5363
240.497000,5667
240.364000,5501
240.231000,5274
240.098000,5102
239.965000,5159
239.833000,5343
239.700000,5422
239.567000,5358
239.434000,5274
239.301000,5256
239.168000,5252
239.035000,5162
238.903000,5181
238.770000,5127
238.637000,5104
238.504000,5300
238.371000,5315
238.238000,5212
238.105000,5057
237.973000,4994
237.840000,5128
237.707000,5067
237.574000,5059
237.441000,5215
237.308000,5465
237.175000,5364
237.043000,5226
236.910000,5096
236.777000,5312
236.644000,5259
236.511000,5132
236.378000,5170
236.245000,5476
236.113000,5450
235.980000,5315
235.847000,5359
235.714000,5301
235.581000,5144
235.448000,5248
235.315000,5174
235.183000,5039
235.050000,5453
234.917000,5541
234.784000,5275
234.651000,5174
234.518000,5229
234.385000,5309
234.253000,5230
234.120000,5188
233.987000,5364
233.854000,5350
233.721000,5366
233.588000,5439
233.455000,5486
233.322000,5324
233.190000,5292
233.057000,5268
232.924000,5356
232.791000,5128
232.658000,5310
232.525000,5431
232.392000,5312
232.260000,5257
232.127000,5060
231.994000,5126
231.861000,5339
231.728000,5287
231.595000,5315
231.462000,5382
231.330000,5238
231.197000,5161
231.064000,5153
230.931000,5130
230.798000,5141
230.665000,5364
230.532000,5474
230.400000,5462
230.267000,5345
230.134000,5166
230.001000,5145
229.868000,5122
229.735000,5091
229.602000,4937
229.470000,4946
229.337000,5130
229.204000,5292
229.071000,5464
228.938000,5315
228.805000,5096
228.672000,5281
228.540000,5346
228.407000,5278
228.274000,5410
228.141000,5298
228.008000,5121
227.875000,5055
227.742000,5268
227.610000,5128
227.477000,5220
227.344000,5284
227.211000,5230
227.078000,5353
226.945000,5493
226.812000,5423
226.679000,5336
226.547000,5279
226.414000,5272
226.281000,5398
226.148000,5217
226.015000,5227
225.882000,5272
225.749000,5427
225.617000,5374
225.484000,5456
225.351000,5348
225.218000,5120
225.085000,5043
224.952000,5248
224.819000,5216
224.687000,5037
224.554000,5195
224.421000,5326
224.288000,5456
224.155000,5450
224.022000,5206
223.889000,5165
223.757000,5290
223.624000,5344
